,Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap,Geograph/MountainViews,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Tu=,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,1=,0,W,WO,B,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,MDew,sMDew,Ca,Bin,O,Un,coords
14285,14286,Winton Hill,,,28A,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,P03:Glasgow to Galashiels and North Berwick,East Lothian,1,66,351W,132.0,433,NT438708,NT 43841 70892,36.0,NT481742,96.0,no feature,,,,S,,15-Mar-15,,"http://www.streetmap.co.uk/newmap.srf?x=343841&y=670897&z=3&sv=343841,670897&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.927848&lon=-2.900346,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14286,343841,670897,55.927848,-2.900346,NT4384170897,28.1,1802,Blackhope Scar,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (343840.4570806102 670896.8937957474)
14288,14289,Edinburgh Castle,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,66,350,131.0,430,NT251735,NT 25154 73507,63.0,NT256734,68.0,rock outcrop outside St Margaret's Chapel,rock in garden 45m S at NT 25152 73465 is probably lower,,,S,,03-Dec-13,,"http://www.streetmap.co.uk/newmap.srf?x=325153&y=673513&z=3&sv=325153,673513&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.948791&lon=-3.200078,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14289,325153,673513,55.948791,-3.200078,NT2515373513,28.1,1816,Allermuir Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (325153.0937294242 673512.0968495514)
14291,14292,Mons Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,65,350,119.0,390,NT154784,NT 15448 78473,64.0,NT133773,55.0,rocks in light rhododendron scrub,,,,S,,24-Jul-13,,"http://www.streetmap.co.uk/newmap.srf?x=315447&y=678479&z=3&sv=315447,678479&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.991786&lon=-3.357015,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14292,315447,678479,55.991786,-3.357015,NT1544778479,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (315446.9109052969 678478.2008543032)
14292,14293,Dundas Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,65,350,118.0,387,NT115765,NT 11515 76500,44.0,NT060770,74.0,ground by viewpoint,ground 60m NW at NT 11488 76554 may be as high,,,S,,23-Dec-16,,"http://www.streetmap.co.uk/newmap.srf?x=311514&y=676506&z=3&sv=311514,676506&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.973354&lon=-3.419394,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14293,311514,676506,55.973354,-3.419394,NT1151476506,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (311513.8194117375 676505.1274205729)
14293,14294,Ratho Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,65,350,117.0,384,NT131710,NT 13188 71038,35.0,NT123706,82.0,no feature,summit is in trees,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=313187&y=671044&z=3&sv=313187,671044&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.924599&lon=-3.390836,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14294,313187,671044,55.924599,-3.390836,NT1318771044,28.1,1809,East Cairn Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (313186.8288184965 671043.0708858105)
14294,14295,Binns Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,1,65,349E,113.0,371,NT052785,NT 05265 78582,51.0,NT042782,62.0,no feature: ground E of tower,trig point is lower,,,S,,14-Feb-15,,"http://www.streetmap.co.uk/newmap.srf?x=305264&y=678588&z=3&sv=305264,678588&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.990861&lon=-3.520235,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14295,305264,678588,55.990860999999995,-3.520235,NT0526478588,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (305263.7110132161 678587.251315297)
14297,14298,Pencraig Hill,,,28A,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,P03:Glasgow to Galashiels and North Berwick,East Lothian,1,67,351E,109.0,358,NT572765,NT 57202 76590,46.0,NT552764,63.0,no feature,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=357202&y=676596&z=3&sv=357202,676596&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.980418&lon=-2.68744,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14298,357202,676596,55.98041800000001,-2.68744,NT5720276596,28.1,1802,Blackhope Scar,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (357201.7758386116 676595.0202155382)
14298,14299,Craigie Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,65,350,108.0,354,NT155763,NT 15569 76299,50.0,NT134758,58.0,no feature: ground by edge of cliff,,,,S,,24-Jul-13,,"http://www.streetmap.co.uk/newmap.srf?x=315568&y=676305&z=3&sv=315568,676305&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.97228&lon=-3.354393,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14299,315568,676305,55.972280000000005,-3.354393,NT1556876305,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (315567.9128727247 676304.1951198614)
14299,14300,Calton Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,66,350,101.0,331,NT262741,NT 26274 74096,44.0,NT259741,57.0,exposed rock behind Nelson's monument,,,,S,,15-Mar-15,,"http://www.streetmap.co.uk/newmap.srf?x=326273&y=674102&z=3&sv=326273,674102&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.954255&lon=-3.182309,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14300,326273,674102,55.954255,-3.182309,NT2627374102,28.1,1816,Allermuir Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (326273.1166815991 674101.069553248)
14306,14307,Mansion Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,0,65 66,350,82.0,269,NT162775,NT 16206 77543,34.0,NT158776,48.0,no feature: ground in open woodland,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=316205&y=677549&z=3&sv=316205,677549&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.983565&lon=-3.344577,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14307,316205,677549,55.983565000000006,-3.3445769999999997,NT1620577549,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (316204.9448556636 677548.1263986101)
14308,14309,Rockville Heughs,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,East Lothian,0,66,351E,80.0,262,NT555813,NT 55547 81316,32.0,NT558816,48.0,outcrop by small crag,ground 5m E is as high,Seco 2x Hand Level,,S,,30-Jan-15,Relocated from NT558814 January 2015,"http://www.streetmap.co.uk/newmap.srf?x=355547&y=681322&z=3&sv=355547,681322&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=56.022726&lon=-2.714744,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14309,355547,681322,56.022726,-2.714744,NT5554781322,28.1,1829,North Berwick Law,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (355546.7400870049 681321.0770930554)
14309,14310,Whitekirk Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,East Lothian,Un,67,351E,75.0,246,NT594819,NT 59477 81934,29.0,NT574815,46.0,circular bench,,,,S,,11-Mar-14,Deleted March 2014,"http://www.streetmap.co.uk/newmap.srf?x=359477&y=681940&z=3&sv=359477,681940&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=56.028628&lon=-2.651792,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14310,359477,681940,56.028628000000005,-2.651792,NT5947781940,28.1,1829,North Berwick Law,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,POINT (359476.8262090257 681939.1395511741)
14310,14311,Gullane Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,East Lothian,0,66,351W,69.0,226,NT474827,NT 47489 82698,42.0,NT519838,27.0,viewpoint,top of covered reservoir is the same height,Abney level,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=347489&y=682704&z=3&sv=347489,682704&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=56.034325&lon=-2.844277,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14311,347489,682704,56.034325,-2.844277,NT4748982704,28.1,1829,North Berwick Law,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (347488.6135854276 682703.1328796194)
14311,14312,New England,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,0,65 66,350,68.0,223,NT163783,NT 16363 78301,31.0,NT162779,37.0,no feature: ground by ruined wall,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=316362&y=678307&z=3&sv=316362,678307&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.990401&lon=-3.342298,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14312,316362,678307,55.990401,-3.3422980000000004,NT1636278307,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (316361.9102699367 678306.1332274799)
14312,14313,Craigleith,,,28A,28A: Firth of Forth to the River Tweed,Forth: River & Firth,Mono Tump island,Z12:Tump islands Cape Wrath to Tweed,East Lothian,"0,SIB",66,351E,49.0,161,NT553869,NT 55354 86953,49.0,Sea,0.0,cairn,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=355354&y=686959&z=3&sv=355354,686959&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=56.073351&lon=-2.718781,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14313,355354,686959,56.073351,-2.7187810000000003,NT5535486959,28.1,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (355353.7668135265 686958.1591827655)
14316,14317,Fidra,,,28A,28A: Firth of Forth to the River Tweed,Forth: River & Firth,Mono Tump island,Z12:Tump islands Cape Wrath to Tweed,East Lothian,"0,SIB",66,351W,33.0,108,NT512869,NT 51270 86975,33.0,Sea,0.0,no feature,,,,S,,05-Aug-13,,"http://www.streetmap.co.uk/newmap.srf?x=351270&y=686981&z=3&sv=351270,686981&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=56.07315&lon=-2.784385,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14317,351270,686981,56.07315,-2.784385,NT5127086981,28.1,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (351269.6983290352 686980.2559523568)
18961,18962,Five Sisters Bing,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,2,65,344,231.0,758,NT007640,NT 00750 64052,73.0,NT006639,158.0,knoll,,,,S,,17-Sep-14,,"http://www.streetmap.co.uk/newmap.srf?x=300748&y=664057&z=3&sv=300748,664057&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.859446&lon=-3.587239,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=18962,300748,664057,55.859446,-3.587239,NT0074864057,28.1,1809,East Cairn Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (300748.5693185555 664056.9374507081)
18962,18963,Greendykes Bing,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,1,65,350,185.0,607,NT086737,NT 08673 73760,88.0,NT083736,97.0,no feature: grass,ground 30m SSE at NT 08684 73727 and 30m SE NT 08694 73740 is lower,Leica Disto D510/Leica RX1250,,S,,15-May-15,,"http://www.streetmap.co.uk/newmap.srf?x=308672&y=673766&z=3&sv=308672,673766&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.948211&lon=-3.463986,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=18963,308672,673766,55.948211,-3.4639860000000002,NT0867273766,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (308671.779077713 673765.1093551187)
18963,18964,Seafield Law,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,1,65,344 349E,198.4,651,NT004667,NT 00416 66722,43.0,NT004667,155.0,no feature: grass,,Leica RX1250,,S,,27-Jul-15,,"http://www.streetmap.co.uk/newmap.srf?x=300414&y=666727&z=3&sv=300414,666727&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.883358&lon=-3.593555,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=18964,300414,666727,55.883357999999994,-3.5935550000000003,NT0041466727,28.1,1809,East Cairn Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (300414.5596432589 666727.0060503423)
18964,18965,Philpstoun Bing South,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,1,65,349E,112.9,370,NT055767,NT 05572 76705,31.0,NT055762,82.0,compressed shale overhanging bulge,summit 60m E at NT 05634 76705 (in trees) may be as high,Leica Disto D510/Leica RX1250,,S,,05-Aug-15,,"http://www.streetmap.co.uk/newmap.srf?x=305571&y=676711&z=3&sv=305571,676711&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.974063&lon=-3.514656,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=18965,305571,676711,55.974063,-3.5146559999999996,NT0557176711,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (305570.7300266022 676710.2301428072)
19118,19119,Philpstoun Bing North,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,1,65,349E,115.2,378,NT057768,NT 05769 76858,40.0,NT057767,75.0,gravel mound,,Leica RX1250,,S,,22-Jul-15,Alternative col at NT060769 is probably lower,"http://www.streetmap.co.uk/newmap.srf?x=305768&y=676864&z=3&sv=305768,676864&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.975476&lon=-3.511555,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=19119,305768,676864,55.975476,-3.5115550000000004,NT0576876864,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (305767.6822469481 676863.239666611)
19119,19120,Greendykes Bing South Top,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,1,65,350,127.8,419,NT090733,NT 09068 73340,42.9,NT 0878 7327,84.9,no feature: ground by path,,Leica Disto D510/Leica RX1250,,S,,22-Jul-15,,"http://www.streetmap.co.uk/newmap.srf?x=309067&y=673346&z=3&sv=309067,673346&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.944514&lon=-3.457522,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=19120,309067,673346,55.944514,-3.457522,NT0906773346,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (309066.7519990554 673345.1544433911)
